CITATION,EPSILON_HF,EPSILON_ND,HF176_HF177,LAND/SEA (SAMPLING),LATITUDE (MAX.),LATITUDE (MIN.),LOCATION,LOCATION COMMENT,LONGITUDE (MAX.),LONGITUDE (MIN.),ND143_ND144,PB206_PB204,PB207_PB204,PB208_PB204,ROCK NAME,ROCK TYPE,SAMPLE NAME,SAMPLING TECHNIQUE,SR87_SR86,TECTONIC SETTING,TYPE OF MATERIAL,UNIQUE_ID,Year
 [14545] BARKER A. K.(2010)  [GeoReM [5386] ],4.2435065509135566,0.5461943905819893,0.282905,SUBAERIAL,14.9717,14.9717,CAPE VERDE ISLANDS ,,-23.5381,-23.5381,0.512666,19.236,15.585,39.006,NOT GIVEN,VOLCANIC ROCK,samp. 114954,OUTCROP,0.703765,OCEAN ISLAND,WHOLE ROCK,,2010
 [14545] BARKER A. K.(2010)  [GeoReM [5386] ],2.864366921866356,-0.6047152181483672,0.282866,SUBAERIAL,15.3,15.0,CAPE VERDE ISLANDS ,,-23.75,-23.7,0.5126069999999999,18.819000000000006,15.545,38.782,NOT GIVEN,VOLCANIC ROCK,samp. 114881,OUTCROP,0.703994,OCEAN ISLAND,WHOLE ROCK,77790-114881,2010
 [14545] BARKER A. K.(2010)  [GeoReM [5386] ],4.45568187845943,2.2823122749393088,0.282911,SUBAERIAL,15.3,15.0,CAPE VERDE ISLANDS ,,-23.75,-23.7,0.5127550000000001,19.38,15.597,39.125,NOT GIVEN,VOLCANIC ROCK,samp. 114883,OUTCROP,0.7036640000000001,OCEAN ISLAND,WHOLE ROCK,,2010
 [14545] BARKER A. K.(2010)  [GeoReM [5386] ],6.612797708506205,2.730971952916444,0.282972,SUBAERIAL,15.1933,15.1933,CAPE VERDE ISLANDS ,,-23.7081,-23.7081,0.512778,19.257,15.575,39.024,NOT GIVEN,VOLCANIC ROCK,samp. 114951,OUTCROP,0.703558,OCEAN ISLAND,WHOLE ROCK,77824-114951,2010
 [14545] BARKER A. K.(2010)  [GeoReM [5386] ],1.8388528387289456,2.0287220221675524,0.282837,SUBAERIAL,14.9333,14.9333,CAPE VERDE ISLANDS ,,-23.5403,-23.5403,0.512742,19.43,15.598,39.168,NOT GIVEN,VOLCANIC ROCK,samp. 114958,OUTCROP,0.7035859999999999,OCEAN ISLAND,WHOLE ROCK,77827-114958,2010
 [14545] BARKER A. K.(2010)  [GeoReM [5386] ],4.9861201973231335,2.8480136080427014,0.282926,SUBAERIAL,15.2457,15.2457,CAPE VERDE ISLANDS ,,-23.6845,-23.6845,0.512784,19.373,15.584,39.125,NOT GIVEN,VOLCANIC ROCK,samp. 114869,OUTCROP,0.7036220000000001,OCEAN ISLAND,WHOLE ROCK,77835-114869,2010
 [14545] BARKER A. K.(2010)  [GeoReM [5386] ],3.2533550223661427,0.1560555401669014,0.282877,SUBAERIAL,15.2441,15.2441,CAPE VERDE ISLANDS ,,-23.6842,-23.6842,0.512646,19.127,15.571,39.035,NOT GIVEN,VOLCANIC ROCK,samp. 114874,OUTCROP,0.703908,OCEAN ISLAND,WHOLE ROCK,77837-114874,2010
 [14545] BARKER A. K.(2010)  [GeoReM [5386] ],2.7936418126843976,-0.0780277700834507,0.282864,SUBAERIAL,15.1283,15.1283,CAPE VERDE ISLANDS ,,-23.7611,-23.7611,0.512634,18.848,15.546,38.815,NOT GIVEN,VOLCANIC ROCK,samp. 114916,OUTCROP,0.704002,OCEAN ISLAND,WHOLE ROCK,,2010
 [14545] BARKER A. K.(2010)  [GeoReM [5386] ],5.198295524869007,3.472235768708142,0.282932,SUBAERIAL,15.0266,15.0266,CAPE VERDE ISLANDS ,,-23.5822,-23.5822,0.5128159999999999,19.284,15.584,39.126,NOT GIVEN,VOLCANIC ROCK,samp. 114959,OUTCROP,0.703518,OCEAN ISLAND,WHOLE ROCK,,2010
 [14945] GREENE A. R.(2010)  [GeoReM [5460] ],11.740368124193257,6.534825744479793,0.283117,SUBAQUATIC,22.267,22.267,HAWAIIAN ISLANDS ,,-158.967,-158.967,0.5129729999999999,18.3074,15.468,38.002,"BASALT, THOLEIITIC",VOLCANIC ROCK,samp. EK-1,DREDGE,0.703607,OCEAN ISLAND,WHOLE ROCK,,2010
 [14945] GREENE A. R.(2010)  [GeoReM [5460] ],10.396591049736053,5.969124411376399,0.283079,SUBAQUATIC,22.267,22.267,HAWAIIAN ISLANDS ,,-158.967,-158.967,0.512944,18.1885,15.457,37.953,"BASALT, THOLEIITIC",VOLCANIC ROCK,samp. EK-2,DREDGE,0.703816,OCEAN ISLAND,WHOLE ROCK,,2010
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.669643015011296,7.880804778419858,0.283115,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513042,19.0414,15.5328,38.6166,ANDESITE,VOLCANIC ROCK,samp. IC-0215,OUTCROP,0.7032069999999999,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.775730678783253,7.451652042961961,0.283118,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.51302,19.0353,15.5306,38.614,ANDESITE,VOLCANIC ROCK,samp. IC-0212,OUTCROP,0.703205,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.634280460419335,7.939325605981906,0.283114,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513045,19.0399,15.5304,38.6222,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. IC-0302,OUTCROP,0.7032109999999999,OCEAN ISLAND,WHOLE ROCK,5090-IC-0302,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.775730678783253,7.646721468169505,0.283118,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.51303,19.0423,15.533,38.6296,ANDESITE,VOLCANIC ROCK,samp. IC-0301,OUTCROP,0.703199,OCEAN ISLAND,WHOLE ROCK,5090-IC-0301,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.740368124193257,7.5686936980860535,0.283117,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513026,19.042,15.5327,38.6263,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. IC-0303,OUTCROP,0.703209,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.775730678783253,7.939325605981906,0.283118,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513045,19.0381,15.5314,38.6157,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. IC-0313,OUTCROP,0.70321,OCEAN ISLAND,WHOLE ROCK,5090-IC-0313,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.634280460419335,7.763763123293599,0.283114,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.5130359999999999,19.0391,15.5304,38.6072,BASALT,VOLCANIC ROCK,samp. ID-0212,OUTCROP,0.703187,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.669643015011296,7.763763123293599,0.283115,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.5130359999999999,19.0367,15.5302,38.606,BASALT,VOLCANIC ROCK,samp. ID-0314,OUTCROP,0.7031970000000001,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.705005569601296,7.783270065815003,0.283116,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513037,19.038,15.5305,38.6056,BASALT,VOLCANIC ROCK,samp. IC-0302,OUTCROP,0.703187,OCEAN ISLAND,WHOLE ROCK,5090-IC-0302,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.49283024205542,7.861297835898452,0.28311,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513041,19.0382,15.5321,38.5941,BASALT,VOLCANIC ROCK,samp. IC-0309,OUTCROP,0.703198,OCEAN ISLAND,WHOLE ROCK,5090-IC-0309,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.669643015011296,7.627214525648102,0.283115,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513029,19.0411,15.5301,38.6078,BASALT,VOLCANIC ROCK,samp. IC-0310,OUTCROP,0.703191,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.386742578283465,7.724749238252957,0.283107,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513034,19.038,15.5298,38.6036,BASALT,VOLCANIC ROCK,samp. IC-0301,OUTCROP,0.703191,OCEAN ISLAND,WHOLE ROCK,5090-IC-0301,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.174567250739553,7.529679813043248,0.28310100000000005,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.5130239999999999,19.039,15.5299,38.6071,BASALT,VOLCANIC ROCK,samp. IC-0311,OUTCROP,0.703216,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.316017469101508,7.763763123293599,0.283105,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.5130359999999999,19.0373,15.5277,38.6002,BASALT,VOLCANIC ROCK,samp. IC-0315,OUTCROP,0.703202,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.846455787965207,7.841790893377049,0.28312,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.5130399999999999,19.0418,15.5323,38.6283,ANDESITE,VOLCANIC ROCK,samp. ID-0308,OUTCROP,0.70322,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.846455787965207,7.802777008336407,0.28312,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513038,19.0424,15.533,38.6296,ANDESITE,VOLCANIC ROCK,samp. ID-0307,OUTCROP,0.703216,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.634280460419335,7.763763123293599,0.283114,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.5130359999999999,19.0378,15.5304,38.6108,BASALT,VOLCANIC ROCK,samp. IC-0306,OUTCROP,0.703198,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.811093233375216,7.802777008336407,0.283119,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513038,19.0394,15.5309,38.616,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. IC-0312,OUTCROP,0.703187,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.740368124193257,7.705242295731553,0.283117,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513033,19.0402,15.5322,38.6199,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. IC-0309,OUTCROP,0.703217,OCEAN ISLAND,WHOLE ROCK,5090-IC-0309,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.740368124193257,7.822283950857811,0.283117,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513039,19.0388,15.5314,38.6141,BASALT,VOLCANIC ROCK,samp. IC-0305,OUTCROP,0.703204,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.669643015011296,7.685735353210148,0.283115,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.5130319999999999,19.0415,15.531,38.6179,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. IC-0218,OUTCROP,0.703217,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.598917905829339,7.724749238252957,0.283113,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513034,19.0397,15.5314,38.6175,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. IC-0219,OUTCROP,0.703214,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.846455787965207,7.724749238252957,0.28312,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513034,19.0418,15.5317,38.6215,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. ID-0111,OUTCROP,0.703204,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.705005569601296,7.822283950857811,0.283116,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513039,19.04,15.5321,38.6188,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. ID-0305,OUTCROP,0.703212,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.881818342557171,7.841790893377049,0.283121,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.5130399999999999,19.0347,15.5316,38.6124,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. IC-0304,OUTCROP,0.703209,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.669643015011296,7.627214525648102,0.283115,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513029,19.0365,15.5314,38.6168,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. IC-0351,OUTCROP,0.703213,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.775730678783253,7.841790893377049,0.283118,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.5130399999999999,19.041,15.5316,38.6188,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. IC-0307,OUTCROP,0.703205,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.775730678783253,7.783270065815003,0.283118,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513037,19.0583,15.5306,38.6536,ANDESITE,VOLCANIC ROCK,samp. IC-0107,OUTCROP,0.7032069999999999,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.846455787965207,7.841790893377049,0.28312,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.5130399999999999,19.0407,15.5328,38.6225,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. IC-0217,OUTCROP,0.703204,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.811093233375216,7.373624272878512,0.283119,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513016,19.0412,15.5319,38.6186,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. IC-0216,OUTCROP,0.703199,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.669643015011296,7.724749238252957,0.283115,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513034,19.0372,15.5315,38.6172,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. ID-0115,OUTCROP,0.703203,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.811093233375216,7.744256180774361,0.283119,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513035,19.0384,15.5309,38.6171,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. ID-0209,OUTCROP,0.703217,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.669643015011296,7.627214525648102,0.283115,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513029,19.0407,15.5323,38.6217,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. IC-0206,OUTCROP,0.703209,OCEAN ISLAND,WHOLE ROCK,5090-IC-0206,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.740368124193257,7.841790893377049,0.283117,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.5130399999999999,19.0408,15.532,38.6176,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. IC-0213,OUTCROP,0.703203,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.598917905829339,7.783270065815003,0.283113,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513037,19.0414,15.5321,38.6208,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. IC-0214,OUTCROP,0.703203,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.634280460419335,7.861297835898452,0.283114,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513041,19.0351,15.5312,38.6121,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. IC-0102,OUTCROP,0.7032079999999999,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.669643015011296,7.783270065815003,0.283115,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513037,19.0401,15.5307,38.6148,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. IC-0103,OUTCROP,0.703209,OCEAN ISLAND,WHOLE ROCK,5090-IC-0103,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.846455787965207,7.861297835898452,0.28312,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513041,19.0419,15.5337,38.6249,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. IC-0313,OUTCROP,0.703214,OCEAN ISLAND,WHOLE ROCK,5090-IC-0313,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.740368124193257,7.5491867555646515,0.283117,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513025,19.0401,15.5331,38.6222,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. ID-0254,OUTCROP,0.703216,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.811093233375216,7.66622841069091,0.283119,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513031,19.0389,15.533,38.6186,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. ID-0352,OUTCROP,0.703202,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.740368124193257,7.744256180774361,0.283117,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513035,19.041,15.5323,38.6197,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. IC-0308,OUTCROP,0.703213,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.775730678783253,7.841790893377049,0.283118,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.5130399999999999,19.041,15.5318,38.6213,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. IC-0103,OUTCROP,0.703206,OCEAN ISLAND,WHOLE ROCK,5090-IC-0103,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.634280460419335,7.939325605981906,0.283114,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513045,19.041,15.5314,38.6181,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. IC-0105,OUTCROP,0.7032010000000001,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.811093233375216,7.880804778419858,0.283119,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513042,19.0405,15.532,38.6176,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. IC-0108,OUTCROP,0.703203,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.775730678783253,7.705242295731553,0.283118,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513033,19.0406,15.5328,38.6206,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. IC-0106,OUTCROP,0.703216,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.846455787965207,7.783270065815003,0.28312,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.513037,19.0409,15.5313,38.6159,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. IC-0206,OUTCROP,0.703203,OCEAN ISLAND,WHOLE ROCK,5090-IC-0206,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],11.740368124193257,7.685735353210148,0.283117,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.5130319999999999,19.0391,15.5318,38.6154,"ANDESITE, BASALTIC",VOLCANIC ROCK,samp. ID-0205,OUTCROP,0.7032010000000001,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],10.750216595645842,6.437291031877104,0.283089,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.512968,19.1567,15.5668,38.9081,DACITE,VOLCANIC ROCK,samp. ID-0201,OUTCROP,0.703508,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],10.85630425941976,6.515318801960554,0.283092,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.512972,19.1504,15.5678,38.9032,DACITE,VOLCANIC ROCK,samp. IC-0110-17,OUTCROP,0.703515,OCEAN ISLAND,WHOLE ROCK,,2011
 [14961] CHEKOL T. A.(2011)  [GeoReM [5936] ],10.8209417048278,6.437291031877104,0.283091,SUBAERIAL,64.02,64.02,ICELAND ,,-19.65,-19.65,0.512968,19.1237,15.5634,38.8714,DACITE,VOLCANIC ROCK,samp. IC-0101-09,OUTCROP,0.703504,OCEAN ISLAND,WHOLE ROCK,,2011
 [15508] GELDMACHER J.(2011)  [GeoReM [6115] ],8.274837774281238,5.676520273564,0.283019,SUBAERIAL,29.0186,29.0186,CANARY ISLANDS ,,-13.7181,-13.7181,0.512929,19.163,15.564,38.999,NOT GIVEN,VOLCANIC ROCK,samp. EL3,OUTCROP,0.703154,OCEAN ISLAND,WHOLE ROCK,84193-EL3,2011
 [15508] GELDMACHER J.(2011)  [GeoReM [6115] ],8.946726311508856,6.8079229397729515,0.283038,SUBAERIAL,28.9883,28.9883,CANARY ISLANDS ,,-13.6894,-13.6894,0.512987,19.224,15.552,38.991,NOT GIVEN,VOLCANIC ROCK,samp. EL11,OUTCROP,0.703018,OCEAN ISLAND,WHOLE ROCK,84194-EL11,2011
 [15508] GELDMACHER J.(2011)  [GeoReM [6115] ],8.133387555917322,6.008138296419205,0.283015,SUBAERIAL,28.9536,28.9536,CANARY ISLANDS ,,-13.7825,-13.7825,0.512946,19.162,15.562,39.017,NOT GIVEN,VOLCANIC ROCK,samp. EL13,OUTCROP,0.703136,OCEAN ISLAND,WHOLE ROCK,84195-EL13,2011
 [15508] GELDMACHER J.(2011)  [GeoReM [6115] ],8.805276093144943,5.013284227855752,0.283034,SUBAERIAL,29.0483,29.0483,CANARY ISLANDS ,EASTERNMOST 1824 VENT,-13.6178,-13.6178,0.512895,19.34,15.576,39.178,NOT GIVEN,VOLCANIC ROCK,samp. EL1,OUTCROP,0.7032579999999999,OCEAN ISLAND,WHOLE ROCK,28825-EL1,2011
 [15508] GELDMACHER J.(2011)  [GeoReM [6115] ],8.027299892143402,5.5009577908756935,0.283012,SUBAERIAL,29.025,29.025,CANARY ISLANDS ,,-13.7381,-13.7381,0.5129199999999999,19.188,15.558,38.974,NOT GIVEN,VOLCANIC ROCK,samp. EL5,OUTCROP,0.70305,OCEAN ISLAND,WHOLE ROCK,84196-EL5,2011
 [15508] GELDMACHER J.(2011)  [GeoReM [6115] ],8.593100765599067,5.520464733397097,0.283028,SUBAERIAL,29.0078,29.0078,CANARY ISLANDS ,,-13.6794,-13.6794,0.512921,19.225,15.556,39.05,BASANITE,VOLCANIC ROCK,samp. EL8,OUTCROP,0.703052,OCEAN ISLAND,WHOLE ROCK,84197-EL8,2011
 [15508] GELDMACHER J.(2011)  [GeoReM [6115] ],9.653977403326474,6.983485422461258,0.283058,SUBAERIAL,28.9908,28.9908,CANARY ISLANDS ,,-13.6897,-13.6897,0.512996,19.227,15.549,38.964,NOT GIVEN,VOLCANIC ROCK,samp. EL10,OUTCROP,0.70304,OCEAN ISLAND,WHOLE ROCK,84198-EL10,2011
 [15508] GELDMACHER J.(2011)  [GeoReM [6115] ],7.143236027369909,4.837721745167446,0.282987,SUBAERIAL,29.1814,29.1814,CANARY ISLANDS ,,-13.45,-13.45,0.512886,19.353,15.575,39.182,NOT GIVEN,VOLCANIC ROCK,samp. EL17,OUTCROP,0.703236,OCEAN ISLAND,WHOLE ROCK,28824-EL17,2011
 [15508] GELDMACHER J.(2011)  [GeoReM [6115] ],5.587283625368795,5.052298112898559,0.282943,SUBAERIAL,28.6422,28.6422,CANARY ISLANDS ,ALONG CUMBRE VIEJA RIFT SYSTEM,-18.155,-18.155,0.512897,19.635,15.595999999999998,39.435,NOT GIVEN,VOLCANIC ROCK,samp. ELP1,OUTCROP,0.703078,OCEAN ISLAND,WHOLE ROCK,28859-ELP1,2011
 [15508] GELDMACHER J.(2011)  [GeoReM [6115] ],5.9409091712785855,5.539971675918503,0.282953,SUBAERIAL,28.6422,28.6422,CANARY ISLANDS ,ALONG CUMBRE VIEJA RIFT SYSTEM,-18.155,-18.155,0.512922,19.611,15.6,39.392,NOT GIVEN,VOLCANIC ROCK,samp. LP71-7L,OUTCROP,0.703118,OCEAN ISLAND,WHOLE ROCK,28859-LP71-7L,2011
 [15508] GELDMACHER J.(2011)  [GeoReM [6115] ],6.188447053414457,5.325395308189555,0.28296,SUBAERIAL,28.7611,28.7611,CANARY ISLANDS ,,-18.2725,-18.2725,0.512911,19.487,15.573,39.188,NOT GIVEN,VOLCANIC ROCK,samp. ELP4,OUTCROP,0.7030569999999999,OCEAN ISLAND,WHOLE ROCK,84199-ELP4,2011
 [15508] GELDMACHER J.(2011)  [GeoReM [6115] ],6.329897271778372,5.032791170377156,0.282964,SUBAERIAL,28.5175,28.5175,CANARY ISLANDS ,PUNTA BLANCO,-18.1656,-18.1656,0.512896,19.66,15.588,39.437,NOT GIVEN,VOLCANIC ROCK,samp. ELP7,OUTCROP,0.70311,OCEAN ISLAND,WHOLE ROCK,28860-ELP7,2011
 [15508] GELDMACHER J.(2011)  [GeoReM [6115] ],6.188447053414457,5.1693397680226525,0.28296,SUBAERIAL,28.6422,28.6422,CANARY ISLANDS ,ALONG CUMBRE VIEJA RIFT SYSTEM,-18.155,-18.155,0.512903,19.618,15.604,39.413,NOT GIVEN,VOLCANIC ROCK,samp. LP124794,OUTCROP,0.703097,OCEAN ISLAND,WHOLE ROCK,28859-LP124794,2011
