Age (ka),Eccentricity,Obliquity,Precession
47062,0.023447,0.402543,3.721341
47063,0.023287,0.401601,3.444155
47064,0.023064,0.400714,3.162461
47065,0.022843,0.399897,2.882989
47066,0.022604,0.399168,2.606069
47067,0.022365,0.398543,2.327328
47068,0.022139,0.398033,2.050011
47069,0.021828,0.397649,1.775352
47070,0.021604,0.3974,1.500115
47071,0.02134,0.397289,1.227548
47072,0.021037,0.397321,0.955584
47073,0.020789,0.397498,0.686006
47074,0.02055,0.397816,0.420014
47075,0.020258,0.39827,0.151106
47076,0.020047,0.398854,6.174114
47077,0.019824,0.399556,5.912396
47078,0.019639,0.400362,5.652167
47079,0.019464,0.40126,5.397308
47080,0.019321,0.402231,5.144493
47081,0.01929,0.403258,4.889006
47082,0.01917,0.404324,4.642175
47083,0.019214,0.405408,4.392215
47084,0.019289,0.406489,4.144828
47085,0.019366,0.40755,3.898732
47086,0.019553,0.408566,3.651996
47087,0.019814,0.409517,3.407566
47088,0.020069,0.410383,3.15959
47089,0.020459,0.411142,2.912346
47090,0.020854,0.411775,2.66655
47091,0.021346,0.412267,2.413228
47092,0.021851,0.412603,2.163692
47093,0.022427,0.41277,1.910826
47094,0.023064,0.412764,1.652779
47095,0.023725,0.412577,1.396229
47096,0.024374,0.412211,1.135134
47097,0.025197,0.411672,0.872592
47098,0.025887,0.410966,0.60629
47099,0.026686,0.410107,0.338797
47100,0.027531,0.409114,0.068974
47101,0.028308,0.408006,6.078874
47102,0.029169,0.406808,5.80315
47103,0.029997,0.405548,5.527874
47104,0.030853,0.404254,5.246339
47105,0.031701,0.40296,4.965255
47106,0.032513,0.401698,4.682203
47107,0.03339,0.400499,4.395914
47108,0.034213,0.399397,4.108858
47109,0.034976,0.398423,3.819704
47110,0.035847,0.397602,3.530128
47111,0.036593,0.39696,3.237627
47112,0.037329,0.396518,2.945127
47113,0.038113,0.396284,2.651866
47114,0.038787,0.396267,2.357219
47115,0.039498,0.396469,2.061502
47116,0.040122,0.396878,1.767073
47117,0.040782,0.397482,1.471059
47118,0.041367,0.398262,1.174676
47119,0.041916,0.399192,0.880049
47120,0.042445,0.400244,0.583696
47121,0.04297,0.401389,0.289279
47122,0.043371,0.402589,6.276847
47123,0.043806,0.403814,5.98319
47124,0.044208,0.405028,5.689505
47125,0.044498,0.406196,5.395298
47126,0.044811,0.407288,5.103298
47127,0.04506,0.408274,4.811704
47128,0.045277,0.409128,4.518193
47129,0.045422,0.409832,4.228679
47130,0.045544,0.410367,3.937017
47131,0.04567,0.410725,3.646314
47132,0.045677,0.410903,3.356355
47133,0.045676,0.4109,3.066073
47134,0.04572,0.410725,2.776799
47135,0.045571,0.41039,2.486648
47136,0.045522,0.409909,2.197085
47137,0.045366,0.409305,1.908608
47138,0.045207,0.408599,1.617897
47139,0.044999,0.407817,1.328885
47140,0.044748,0.406984,1.040095
47141,0.044526,0.406126,0.749103
47142,0.044225,0.405267,0.460518
47143,0.043886,0.404432,0.170386
47144,0.043634,0.403641,6.164486
47145,0.043244,0.402912,5.874592
47146,0.042879,0.402264,5.58574
47147,0.042553,0.40171,5.297536
47148,0.042115,0.401259,5.008626
47149,0.041751,0.400922,4.720701
47150,0.041299,0.400701,4.434225
47151,0.040899,0.400596,4.14724
47152,0.040469,0.400605,3.860631
47153,0.039974,0.400719,3.576841
47154,0.039581,0.400928,3.291609
47155,0.039101,0.40122,3.008425
47156,0.038613,0.401581,2.725781
47157,0.038172,0.401997,2.444586
47158,0.037718,0.402456,2.163718
47159,0.037196,0.402942,1.883246
47160,0.036779,0.403447,1.605827
47161,0.036285,0.403959,1.327135
47162,0.035835,0.404468,1.04974
47163,0.035366,0.404967,0.774691
47164,0.034921,0.405449,0.49936
47165,0.034495,0.405903,0.224058
47166,0.034036,0.406323,6.235307
47167,0.033617,0.406701,5.96166
47168,0.033244,0.40703,5.690976
47169,0.032794,0.407302,5.419104
47170,0.032424,0.407511,5.149801
47171,0.032079,0.407649,4.880989
47172,0.031671,0.407712,4.611219
47173,0.031357,0.407695,4.344203
47174,0.031012,0.407594,4.078338
47175,0.030706,0.407407,3.809322
47176,0.030387,0.407134,3.54584
47177,0.030098,0.406777,3.280047
47178,0.029856,0.406338,3.014673
47179,0.029577,0.405826,2.751213
47180,0.029315,0.405248,2.487332
47181,0.029179,0.404614,2.224314
47182,0.028895,0.403936,1.961288
47183,0.028758,0.403231,1.698614
47184,0.028611,0.402513,1.437808
47185,0.028467,0.401801,1.174869
47186,0.028367,0.401117,0.912869
47187,0.028293,0.400482,0.654157
47188,0.028268,0.39992,0.389756
47189,0.028239,0.399454,0.130294
47190,0.028259,0.399106,6.152602
47191,0.02835,0.398898,5.88961
47192,0.028436,0.398847,5.6294
47193,0.02855,0.398967,5.366819
47194,0.028793,0.399266,5.105053
47195,0.028979,0.399748,4.842368
47196,0.029249,0.400407,4.579078
47197,0.029591,0.401236,4.316714
47198,0.029932,0.402217,4.052794
47199,0.030337,0.403325,3.787359
47200,0.030763,0.404532,3.525326
47201,0.031264,0.405803,3.258193
47202,0.031764,0.4071,2.992994
47203,0.032295,0.408384,2.727408
47204,0.032887,0.409615,2.460008
47205,0.033521,0.410751,2.192103
47206,0.034073,0.411758,1.924189
47207,0.034806,0.412599,1.655276
47208,0.035437,0.413243,1.384707
47209,0.036102,0.413665,1.113945
47210,0.036821,0.413842,0.842138
47211,0.037498,0.413761,0.569067
47212,0.03819,0.413415,0.293545
47213,0.038892,0.412801,0.01868
47214,0.039561,0.411929,6.024214
47215,0.04029,0.410815,5.744268
47216,0.040907,0.409483,5.46418
47217,0.041604,0.407968,5.181832
47218,0.042278,0.40631,4.896615
47219,0.042867,0.404552,4.611314
47220,0.043516,0.402748,4.322486
47221,0.044137,0.40095,4.034125
47222,0.044689,0.399208,3.7411
47223,0.045257,0.397581,3.449332
47224,0.045804,0.396116,3.155134
47225,0.046277,0.394857,2.858037
47226,0.046767,0.393851,2.56234
47227,0.04715,0.393127,2.26395
47228,0.047603,0.392709,1.964636
47229,0.04791,0.392617,1.665508
47230,0.048205,0.392852,1.36514
47231,0.048539,0.393407,1.06559
47232,0.048706,0.39427,0.764742
47233,0.048897,0.395409,0.464614
47234,0.049052,0.396791,0.166446
47235,0.049119,0.398376,6.148844
47236,0.049147,0.400112,5.851173
47237,0.049134,0.401951,5.554134
47238,0.049073,0.403842,5.255817
47239,0.048956,0.40573,4.960691
47240,0.048755,0.407565,4.66457
47241,0.048598,0.409304,4.370507
47242,0.048309,0.4109,4.076019
47243,0.04798,0.412319,3.783101
47244,0.047686,0.413533,3.490663
47245,0.047242,0.414513,3.198688
47246,0.04684,0.415244,2.906675
47247,0.046326,0.41572,2.616496
47248,0.045838,0.415932,2.325591
47249,0.045271,0.415886,2.034328
47250,0.04464,0.415589,1.745132
47251,0.044031,0.415053,1.454556
47252,0.043373,0.414297,1.163993
47253,0.042601,0.413345,0.874271
47254,0.041921,0.412217,0.583825
47255,0.041131,0.410946,0.293575
47256,0.040318,0.40956,0.002631
47257,0.03951,0.408088,5.995334
47258,0.038679,0.406565,5.705699
47259,0.037807,0.405022,5.412976
47260,0.036928,0.403487,5.124662
47261,0.036025,0.401993,4.833404
47262,0.035143,0.400568,4.54336
47263,0.034182,0.399237,4.254181
47264,0.033234,0.398025,3.964951
47265,0.032351,0.396953,3.676716
47266,0.031312,0.396037,3.388675
47267,0.03039,0.395291,3.101936
47268,0.029434,0.394727,2.81779
47269,0.028448,0.394351,2.53146
47270,0.027491,0.394168,2.25001
47271,0.02653,0.394182,1.969936
47272,0.025586,0.394393,1.688396
47273,0.024652,0.394799,1.413718
47274,0.023704,0.3954,1.137732
47275,0.022851,0.396184,0.86585
47276,0.021961,0.397145,0.596347
47277,0.021075,0.398269,0.329453
47278,0.020353,0.399535,0.067974
47279,0.019518,0.400921,6.089193
47280,0.018808,0.402402,5.834185
47281,0.018145,0.403942,5.58376
47282,0.017503,0.405513,5.334128
47283,0.01693,0.407078,5.089288
47284,0.016399,0.408602,4.854061
47285,0.015958,0.410052,4.613133
47286,0.015546,0.411398,4.383202
47287,0.015189,0.412605,4.154892
47288,0.014946,0.413646,3.926791
47289,0.014733,0.414496,3.702858
47290,0.014554,0.415127,3.481087
47291,0.014532,0.415522,3.257614
47292,0.014492,0.415665,3.037237
47293,0.014532,0.41554,2.811553
47294,0.014673,0.415144,2.591058
47295,0.014836,0.414479,2.362772
47296,0.015026,0.413547,2.133004
47297,0.015335,0.412367,1.904156
47298,0.015619,0.410962,1.666912
47299,0.016,0.409357,1.426342
47300,0.016364,0.407598,1.186407
47301,0.016821,0.405729,0.936859
47302,0.017281,0.403797,0.68568
47303,0.017743,0.401862,0.431478
47304,0.01827,0.399981,0.171314
47305,0.018842,0.398211,6.191973
47306,0.019321,0.396608,5.92443
47307,0.019959,0.395222,5.655715
47308,0.020528,0.394098,5.382465
47309,0.021108,0.393277,5.105908
47310,0.021731,0.392783,4.828542
47311,0.022336,0.392636,4.549704
47312,0.022969,0.392846,4.26447
47313,0.023543,0.393405,3.984408
47314,0.024184,0.394298,3.698908
47315,0.024792,0.395501,3.411851
47316,0.025355,0.396971,3.12804
47317,0.025951,0.39866,2.839409
47318,0.026551,0.400514,2.553549
47319,0.027072,0.402468,2.264991
47320,0.027628,0.404459,1.977662
47321,0.028178,0.406425,1.691228
47322,0.028657,0.408296,1.401592
47323,0.029175,0.410021,1.114544
47324,0.029607,0.411547,0.827532
47325,0.030099,0.412824,0.537062
47326,0.030474,0.413823,0.24967
47327,0.030869,0.414516,6.243264
47328,0.031284,0.414881,5.952645
47329,0.031601,0.414917,5.662335
47330,0.031894,0.414625,5.369683
47331,0.032257,0.414013,5.078841
47332,0.032469,0.413107,4.782852
47333,0.032723,0.411934,4.488925
47334,0.032929,0.410533,4.19336
47335,0.033087,0.408952,3.894688
47336,0.033238,0.407241,3.595767
47337,0.033278,0.405452,3.296143
47338,0.033375,0.403649,2.993052
47339,0.033369,0.401886,2.689611
47340,0.033293,0.400223,2.383802
47341,0.033269,0.398714,2.078038
47342,0.033134,0.397407,1.768604
47343,0.032936,0.396341,1.459218
47344,0.03279,0.395551,1.149216
47345,0.0325,0.395054,0.837203
47346,0.032249,0.394863,0.524068
47347,0.03188,0.394979,0.212109
47348,0.031545,0.395389,6.181635
47349,0.031141,0.396074,5.866632
47350,0.03066,0.397008,5.554672
47351,0.0302,0.398152,5.239233
47352,0.029684,0.399469,4.926833
47353,0.029097,0.400914,4.612123
47354,0.028502,0.402437,4.298997
47355,0.027879,0.403993,3.987225
47356,0.027194,0.405534,3.670977
47357,0.026484,0.407015,3.359832
47358,0.025734,0.408398,3.046504
47359,0.025003,0.409648,2.730287
47360,0.024157,0.410736,2.417354
47361,0.023338,0.411645,2.101625
47362,0.022544,0.412354,1.784431
47363,0.021601,0.412855,1.466824
47364,0.020772,0.413146,1.146137
47365,0.019863,0.413224,0.826805
47366,0.018967,0.413092,0.500288
47367,0.018047,0.41276,0.173903
47368,0.017136,0.412235,6.130633
47369,0.016248,0.411533,5.792811
47370,0.015335,0.41067,5.458841
47371,0.014416,0.409666,5.113995
47372,0.013569,0.408544,4.76859
47373,0.012707,0.407328,4.412148
47374,0.011841,0.406041,4.047602
47375,0.011085,0.404712,3.680541
47376,0.010335,0.403365,3.293687
47377,0.009659,0.402025,2.897139
47378,0.00904,0.400715,2.495778
47379,0.008596,0.39946,2.0687
47380,0.008217,0.398278,1.637098
47381,0.007979,0.397194,1.193125
47382,0.007918,0.396228,0.744229
47383,0.008023,0.395402,0.303272
47384,0.008266,0.394735,6.134842
47385,0.008613,0.394249,5.714955
47386,0.009102,0.393962,5.295174
47387,0.009691,0.393891,4.891522
47388,0.010281,0.394049,4.502597
47389,0.010932,0.394444,4.121674
47390,0.011672,0.39508,3.756374
47391,0.012331,0.395953,3.390036
47392,0.013063,0.397053,3.038104
47393,0.013775,0.398363,2.692528
47394,0.014517,0.399863,2.345763
47395,0.015221,0.401521,2.010463
47396,0.015913,0.403306,1.677801
47397,0.016675,0.405182,1.346616
47398,0.017334,0.407108,1.022908
47399,0.018037,0.40904,0.699227
47400,0.018728,0.410939,0.382017
47401,0.019388,0.412754,0.0666
47402,0.02004,0.414437,6.033742
47403,0.020655,0.415943,5.727645
47404,0.021309,0.417224,5.416627
47405,0.021879,0.418234,5.11088
47406,0.022442,0.418941,4.807988
47407,0.022994,0.419307,4.504019
47408,0.023549,0.419309,4.20328
47409,0.023965,0.418934,3.901341
47410,0.024486,0.418177,3.60255
47411,0.02492,0.417042,3.301553
47412,0.025295,0.415551,3.000729
47413,0.025709,0.413724,2.701337
47414,0.026055,0.4116,2.400073
47415,0.026401,0.40923,2.096457
47416,0.026703,0.406662,1.795725
47417,0.026972,0.403963,1.490707
47418,0.027298,0.401207,1.185753
47419,0.027485,0.398464,0.878833
47420,0.027725,0.395816,0.572232
47421,0.02799,0.393349,0.263593
47422,0.028097,0.391135,6.236969
47423,0.02832,0.389255,5.927033
47424,0.028417,0.387778,5.617752
47425,0.028535,0.386753,5.304862
47426,0.02858,0.386223,4.994669
47427,0.028596,0.386215,4.683713
47428,0.028628,0.386724,4.370817
47429,0.028559,0.387745,4.061031
47430,0.028457,0.389242,3.749772
47431,0.028424,0.391161,3.440918
47432,0.028233,0.393444,3.131399
47433,0.028078,0.39602,2.823866
47434,0.027889,0.398801,2.51886
47435,0.027651,0.40171,2.212715
47436,0.027412,0.404661,1.908349
47437,0.027078,0.407568,1.608322
47438,0.026821,0.410354,1.305114
47439,0.026436,0.412943,1.004851
47440,0.026044,0.415266,0.707339
47441,0.025688,0.41727,0.407273
47442,0.025214,0.418902,0.111282
47443,0.024741,0.420123,6.095941
47444,0.024239,0.420911,5.800981
47445,0.023702,0.421253,5.504273
47446,0.023084,0.421145,5.205951
47447,0.022474,0.420609,4.911666
47448,0.021785,0.419666,4.612249
47449,0.021102,0.41835,4.313162
47450,0.020301,0.416712,4.014197
47451,0.019534,0.414798,3.712179
47452,0.018732,0.412667,3.408493
47453,0.017819,0.410382,3.104191
47454,0.016947,0.408001,2.79664
47455,0.016035,0.405588,2.490349
47456,0.01504,0.40321,2.174887
47457,0.014071,0.400922,1.866362
47458,0.013047,0.398789,1.550616
47459,0.012006,0.396865,1.230358
47460,0.010945,0.395195,0.913349
47461,0.009809,0.393821,0.591185
47462,0.008766,0.392773,0.264869
47463,0.007549,0.392063,6.219456
47464,0.006392,0.391701,5.884093
47465,0.005226,0.391678,5.545244
47466,0.003979,0.391975,5.169183
47467,0.002751,0.392564,4.759041
47468,0.001597,0.393414,4.219722
47469,0.000905,0.394483,2.904029
47470,0.001555,0.395735,1.600752
47471,0.002809,0.397128,1.014085
47472,0.004083,0.398624,0.609724
47473,0.00544,0.400186,0.249465
47474,0.006836,0.401781,6.189075
47475,0.00814,0.403375,5.866364
47476,0.009559,0.40494,5.543761
47477,0.010906,0.406445,5.230311
47478,0.012253,0.407863,4.914805
47479,0.013602,0.409167,4.603922
47480,0.014925,0.410334,4.297979
47481,0.016281,0.411344,3.983462
47482,0.017559,0.412181,3.678306
47483,0.018863,0.412834,3.371362
47484,0.020211,0.413293,3.06194
47485,0.021454,0.413559,2.756609
47486,0.022736,0.413628,2.449796
47487,0.024062,0.413508,2.144857
47488,0.025244,0.4132,1.838304
47489,0.02653,0.41271,1.532933
47490,0.027725,0.412043,1.229114
47491,0.028937,0.411206,0.922884
47492,0.030101,0.410208,0.617375
47493,0.03121,0.409061,0.313933
47494,0.03238,0.407781,0.006289
47495,0.033425,0.40639,5.985224
47496,0.03446,0.404912,5.678203
47497,0.035492,0.403381,5.372593
47498,0.036454,0.401835,5.06517
47499,0.037332,0.400315,4.756917
47500,0.038242,0.398861,4.450124
47501,0.039056,0.397519,4.14
47502,0.039838,0.396327,3.830036
47503,0.040578,0.395326,3.521286
47504,0.041293,0.394554,3.2095
47505,0.04195,0.394038,2.898834
47506,0.042583,0.393807,2.588025
47507,0.04315,0.393878,2.276868
47508,0.043755,0.39426,1.966868
47509,0.044189,0.394957,1.655309
47510,0.044709,0.395961,1.346914
47511,0.045156,0.397252,1.037866
47512,0.045513,0.398802,0.729693
47513,0.045898,0.400571,0.423582
47514,0.046178,0.402507,0.118988
47515,0.046497,0.404555,6.096988
47516,0.046656,0.406654,5.795557
47517,0.046841,0.408735,5.494302
47518,0.04703,0.410737,5.193604
47519,0.047042,0.412588,4.895378
47520,0.047129,0.414232,4.597265
47521,0.047161,0.415614,4.301008
47522,0.04709,0.416688,4.004256
47523,0.047073,0.417414,3.70913
47524,0.04694,0.417769,3.415046
47525,0.04682,0.417726,3.119508
47526,0.046668,0.417279,2.825313
47527,0.046408,0.416432,2.531171
47528,0.046276,0.415194,2.236155
47529,0.04593,0.413591,1.94082
47530,0.045648,0.411662,1.645388
47531,0.045373,0.409451,1.348715
47532,0.044977,0.407021,1.051715
47533,0.044605,0.404443,0.75238
47534,0.044178,0.401795,0.454888
47535,0.043755,0.399167,0.152925
47536,0.043239,0.396645,6.134992
47537,0.042717,0.39431,5.833226
47538,0.042172,0.39225,5.528562
47539,0.041589,0.390536,5.224532
47540,0.040928,0.389224,4.919317
47541,0.040307,0.38837,4.613567
47542,0.039625,0.388001,4.307949
47543,0.038892,0.388132,4.000834
47544,0.038167,0.388766,3.696893
47545,0.037438,0.389881,3.391533
47546,0.036599,0.391445,3.086391
47547,0.035839,0.393412,2.785526
47548,0.034986,0.395714,2.482824
47549,0.034174,0.398278,2.183424
47550,0.033268,0.401025,1.885709
47551,0.032389,0.403862,1.590019
47552,0.031523,0.4067,1.29575
47553,0.030514,0.409462,1.004508
47554,0.029593,0.412058,0.71425
47555,0.028602,0.414419,0.427833
47556,0.027556,0.41649,0.140265
47557,0.02652,0.418216,6.140364
47558,0.025424,0.419563,5.858706
47559,0.02434,0.420512,5.575495
47560,0.023204,0.42104,5.297715
47561,0.022017,0.421149,5.020295
47562,0.020922,0.420847,4.742997
47563,0.019673,0.42014,4.469067
47564,0.018482,0.419056,4.198202
47565,0.01735,0.417624,3.928557
47566,0.016061,0.415875,3.663247
47567,0.01492,0.413856,3.401905
47568,0.013723,0.411618,3.149633
47569,0.012576,0.409215,2.900888
47570,0.011444,0.406715,2.663638
47571,0.010385,0.404184,2.449382
47572,0.009412,0.401687,2.238172
47573,0.008543,0.399292,2.064705
47574,0.007816,0.39706,1.913617
47575,0.007365,0.395038,1.785359
47576,0.007152,0.393276,1.681769
47577,0.007235,0.391801,1.585105
47578,0.00768,0.390633,1.465645
47579,0.008336,0.389789,1.330133
47580,0.009183,0.389275,1.161683
47581,0.010299,0.38909,0.965701
47582,0.011389,0.389235,0.749458
47583,0.012623,0.389701,0.514422
47584,0.013932,0.390475,0.265956
47585,0.015225,0.391543,0.007989
47586,0.016551,0.392882,6.020422
47587,0.017898,0.394461,5.75173
47588,0.019242,0.396247,5.468704
47589,0.020572,0.398196,5.186287
47590,0.021896,0.400262,4.902191
47591,0.023253,0.402398,4.611387
47592,0.024574,0.404559,4.320887
47593,0.02586,0.406702,4.030315
47594,0.027235,0.408786,3.736327
47595,0.028501,0.410776,3.443698
47596,0.029786,0.412636,3.148708
47597,0.031082,0.414342,2.85551
47598,0.032349,0.415865,2.56117
47599,0.033543,0.41718,2.265599
47600,0.034764,0.41826,1.972997
47601,0.035928,0.41908,1.676969
47602,0.037074,0.419612,1.382514
47603,0.038158,0.419838,1.088039
47604,0.03918,0.41974,0.79274
47605,0.040257,0.419305,0.497081
47606,0.041124,0.418535,0.200457
47607,0.04206,0.417432,6.187544
47608,0.042938,0.416008,5.888991
47609,0.043672,0.414295,5.589585
47610,0.044482,0.412321,5.28979
47611,0.04515,0.410128,4.988751
47612,0.045817,0.407765,4.684353
47613,0.046431,0.405281,4.381063
47614,0.046978,0.402729,4.07513
47615,0.047552,0.400175,3.767791
47616,0.047988,0.397679,3.45951
47617,0.048398,0.395307,3.149489
47618,0.048881,0.393131,2.839173
47619,0.049124,0.391213,2.526619
47620,0.049453,0.389617,2.213923
47621,0.049678,0.388405,1.901031
47622,0.049879,0.387623,1.58583
47623,0.050004,0.387303,1.271674
47624,0.050059,0.387468,0.958516
47625,0.050133,0.388113,0.642628
47626,0.050065,0.389218,0.329929
47627,0.049979,0.390755,0.016595
47628,0.049887,0.392671,5.987428
47629,0.049671,0.394907,5.675948
47630,0.049477,0.397402,5.365564
47631,0.049225,0.400072,5.057051
47632,0.048919,0.402843,4.749557
47633,0.048609,0.405642,4.442083
47634,0.048208,0.408387,4.138719
47635,0.047868,0.411001,3.83464
47636,0.0474,0.413419,3.532142
47637,0.046918,0.415566,3.2319
47638,0.046425,0.417384,2.931205
47639,0.04592,0.418827,2.632541
47640,0.045289,0.419852,2.333241
47641,0.044714,0.420436,2.036139
47642,0.044103,0.420569,1.73781
47643,0.043369,0.420245,1.439194
47644,0.04271,0.419483,1.142297
47645,0.041934,0.418312,0.842811
47646,0.041184,0.416765,0.5428
47647,0.040373,0.414896,0.242965
47648,0.039515,0.412762,6.223978
47649,0.038724,0.410418,5.920678
47650,0.037798,0.407939,5.615929
47651,0.036931,0.405395,5.309397
47652,0.036065,0.402857,5.003296
47653,0.035109,0.400406,4.69181
47654,0.034196,0.398109,4.382501
47655,0.033281,0.396037,4.071155
47656,0.032304,0.394255,3.756124
47657,0.031372,0.392817,3.443397
47658,0.030337,0.391764,3.127464
47659,0.029428,0.391131,2.811409
47660,0.028368,0.390925,2.494301
47661,0.027356,0.391143,2.177372
47662,0.026383,0.391769,1.85993
47663,0.025295,0.392766,1.541987
47664,0.024268,0.394087,1.223113
47665,0.0232,0.395683,0.907068
47666,0.022135,0.397488,0.586238
47667,0.021073,0.399444,0.266872
47668,0.019937,0.40149,6.23139
47669,0.018908,0.403565,5.909434
47670,0.017813,0.405615,5.583991
47671,0.016669,0.40759,5.261635
47672,0.015681,0.409433,4.93215
47673,0.01455,0.411104,4.600916
47674,0.013514,0.412559,4.263175
47675,0.012482,0.413763,3.922979
47676,0.011479,0.414688,3.574971
47677,0.010507,0.415315,3.211432
47678,0.009554,0.415629,2.849551
47679,0.008686,0.415632,2.461851
47680,0.00788,0.415329,2.06186
47681,0.007111,0.41474,1.637873
47682,0.006524,0.41389,1.18716
47683,0.006075,0.412808,0.716646
47684,0.005838,0.411527,0.2054
47685,0.005844,0.410084,5.983166
47686,0.006064,0.408517,5.482231
47687,0.006603,0.40686,5.000396
47688,0.007201,0.405153,4.54383
47689,0.007961,0.403428,4.115877
47690,0.008877,0.401723,3.717345
47691,0.009748,0.400072,3.322372
47692,0.010728,0.398515,2.952416
47693,0.011681,0.39709,2.58791
47694,0.012683,0.395836,2.232619
47695,0.013707,0.394787,1.882194
47696,0.014599,0.393975,1.536909
47697,0.015666,0.393424,1.197343
47698,0.01657,0.393152,0.857288
47699,0.017498,0.393167,0.520527
47700,0.018431,0.393468,0.186644
47701,0.019325,0.394042,6.136799
47702,0.020229,0.394873,5.803007
47703,0.021057,0.395939,5.474781
47704,0.021923,0.397216,5.144623
47705,0.022814,0.398677,4.816601
47706,0.023561,0.400295,4.49111
47707,0.024408,0.402039,4.167009
47708,0.025183,0.403876,3.843589
47709,0.025911,0.405773,3.52206
47710,0.026674,0.40769,3.201649
47711,0.027314,0.409583,2.885595
47712,0.028022,0.411408,2.565228
47713,0.028578,0.413112,2.250872
47714,0.029157,0.414646,1.936455
47715,0.029709,0.415967,1.620466
47716,0.030133,0.417036,1.30756
47717,0.030568,0.417821,0.99279
47718,0.031006,0.4183,0.680453
47719,0.031295,0.418456,0.365377
47720,0.031625,0.418279,0.050768
47721,0.031897,0.417776,6.020602
47722,0.03216,0.416946,5.703865
47723,0.032353,0.415803,5.388133
47724,0.032495,0.414364,5.072523
47725,0.03271,0.412645,4.75326
47726,0.032785,0.410674,4.435889
47727,0.032859,0.40849,4.116497
47728,0.032915,0.406134,3.795704
47729,0.032921,0.403663,3.474417
47730,0.032887,0.40114,3.149484
47731,0.032817,0.398632,2.827464
47732,0.032746,0.39621,2.499748
47733,0.032571,0.393955,2.171534
47734,0.032422,0.391933,1.844363
47735,0.032187,0.390214,1.512016
47736,0.031976,0.388856,1.180543
47737,0.031661,0.387895,0.846027
47738,0.031387,0.387367,0.511602
47739,0.031096,0.387293,0.176028
47740,0.030715,0.387673,6.120935
47741,0.03041,0.388504,5.784089
47742,0.030068,0.389771,5.447647
47743,0.029721,0.391436,5.107636
47744,0.029344,0.393464,4.772674
47745,0.028976,0.395803,4.434672
47746,0.028661,0.39839,4.098518
47747,0.028241,0.40116,3.762969
47748,0.027857,0.404032,3.427937
47749,0.027563,0.406923,3.094411
47750,0.0271,0.409756,2.759054
47751,0.026783,0.412451,2.427311
47752,0.026385,0.414932,2.094564
47753,0.026035,0.417141,1.760173
47754,0.025682,0.419025,1.427938
47755,0.0253,0.420535,1.094531
47756,0.025019,0.421648,0.759571
47757,0.024712,0.42234,0.425081
47758,0.02441,0.4226,0.08766
47759,0.024212,0.42243,6.036904
47760,0.023999,0.421833,5.696795
47761,0.023817,0.420818,5.358724
47762,0.023719,0.419415,5.021538
47763,0.02361,0.41765,4.680501
47764,0.023581,0.415565,4.34046
47765,0.023497,0.413215,3.999881
47766,0.023549,0.410656,3.659071
47767,0.023593,0.407953,3.315672
47768,0.023576,0.405187,2.973037
47769,0.023733,0.402428,2.629894
47770,0.023802,0.399753,2.285544
47771,0.023934,0.397237,1.93956
47772,0.024096,0.394941,1.594317
47773,0.024256,0.392924,1.249404
47774,0.024524,0.391237,0.901264
47775,0.024704,0.389916,0.556879
47776,0.024987,0.388987,0.210822
47777,0.025342,0.388474,6.150012
47778,0.025595,0.388374,5.805898
47779,0.025953,0.388687,5.464964
47780,0.026344,0.389399,5.125402
47781,0.026654,0.390483,4.785233
47782,0.027084,0.391903,4.450487
47783,0.027402,0.393619,4.11614
47784,0.027846,0.395572,3.782853
47785,0.028197,0.397704,3.453075
47786,0.028566,0.399954,3.125117
47787,0.029003,0.402258,2.798505
47788,0.029333,0.404554,2.475028
47789,0.029718,0.406785,2.151089
47790,0.030078,0.408898,1.832368
47791,0.030424,0.410849,1.511312
47792,0.030779,0.412602,1.192394
47793,0.031085,0.414129,0.876699
47794,0.031464,0.415405,0.560037
47795,0.031771,0.416415,0.24385
47796,0.032028,0.41714,6.214305
47797,0.032421,0.417572,5.899645
47798,0.032643,0.417709,5.587362
47799,0.032914,0.417545,5.274858
47800,0.033154,0.417091,4.962818
47801,0.033387,0.416358,4.651573
47802,0.033558,0.415362,4.337672
47803,0.033713,0.414133,4.027759
47804,0.033855,0.412703,3.713873
47805,0.033964,0.41111,3.400544
47806,0.034015,0.409398,3.087705
47807,0.034029,0.407606,2.772403
47808,0.034082,0.405774,2.457793
47809,0.034002,0.403943,2.140503
47810,0.033948,0.402153,1.824251
47811,0.033871,0.400435,1.507274
47812,0.033698,0.39883,1.186164
47813,0.033555,0.397366,0.868133
47814,0.033354,0.396076,0.548386
47815,0.033141,0.394992,0.225619
47816,0.032843,0.394148,6.189304
47817,0.03255,0.393566,5.866145
47818,0.032241,0.39327,5.545169
47819,0.031843,0.393271,5.2233
47820,0.031372,0.393566,4.899873
47821,0.030964,0.394151,4.58063
47822,0.030407,0.395007,4.255813
47823,0.029849,0.396104,3.935876
47824,0.029233,0.397413,3.614571
47825,0.028594,0.398891,3.292333
47826,0.027919,0.400495,2.971705
47827,0.02711,0.402187,2.651745
47828,0.026401,0.403925,2.330449
47829,0.025552,0.40567,2.009139
47830,0.024671,0.407383,1.688265
47831,0.023833,0.409025,1.368579
47832,0.022865,0.410553,1.045178
47833,0.021915,0.411933,0.723067
47834,0.020965,0.413123,0.400677
47835,0.019901,0.41409,0.076962
47836,0.01893,0.414802,6.033346
47837,0.017777,0.415232,5.705906
